seqnames	start	end	width	strand	Conc	Conc_haplotype1	Conc_haplotype2	Fold	pvalue	FDR	new_fdr
chr6	159450509	159451664	1156	*	2.14	2.09	2.19	-0.1	0.8959999999999999	0.9990000000000001	1.0
chr6	159093267	159094513	1247	*	3.35	3.4	3.29	0.11	0.8959999999999999	0.9990000000000001	1.0
chr6	42294086	42294631	546	*	3.25	3.19	3.31	-0.12	0.8959999999999999	0.9990000000000001	1.0
chr6	89352674	89353266	593	*	4.73	4.68	4.79	-0.12	0.897	0.9990000000000001	1.0
chr6	33912552	33914993	2442	*	2.65	2.7	2.59	0.11	0.897	0.9990000000000001	1.0
chr6	36195843	36196688	846	*	6.56	6.49	6.62	-0.14	0.897	0.9990000000000001	1.0
chr6	116447735	116448948	1214	*	2.45	2.5	2.41	0.09	0.898	0.9990000000000001	1.0
chr6	36873752	36874583	832	*	4.94	4.88	5.0	-0.12	0.898	0.9990000000000001	1.0
chr6	52330250	52330756	507	*	3.82	3.76	3.88	-0.12	0.899	0.9990000000000001	1.0
chr6	11092836	11093845	1010	*	6.14	6.07	6.2	-0.13	0.899	0.9990000000000001	1.0
chr6	37102643	37104477	1835	*	7.04	7.1	6.97	0.14	0.899	0.9990000000000001	1.0
chr6	109482178	109483642	1465	*	6.33	6.39	6.26	0.13	0.899	0.9990000000000001	1.0
chr6	138503623	138505104	1482	*	5.62	5.56	5.68	-0.12	0.9	0.9990000000000001	1.0
chr6	33619885	33621353	1469	*	6.95	7.01	6.88	0.13	0.9	0.9990000000000001	1.0
chr6	106728407	106728882	476	*	3.16	3.1	3.21	-0.11	0.9	0.9990000000000001	1.0
chr6	157688455	157689215	761	*	4.2	4.26	4.14	0.12	0.9009999999999999	0.9990000000000001	1.0
chr6	14210216	14211431	1216	*	6.67	6.62	6.73	-0.11	0.902	0.9990000000000001	1.0
chr6	158867138	158869779	2642	*	6.26	6.19	6.32	-0.13	0.902	0.9990000000000001	1.0
chr6	85401140	85401859	720	*	2.54	2.49	2.59	-0.11	0.902	0.9990000000000001	1.0
chr6	52388846	52391313	2468	*	6.66	6.61	6.71	-0.1	0.902	0.9990000000000001	1.0
chr6	109499690	109501824	2135	*	2.76	2.71	2.8	-0.09	0.903	0.9990000000000001	1.0
chr6	90372343	90374566	2224	*	2.91	2.86	2.95	-0.08	0.903	0.9990000000000001	1.0
chr6	116874807	116877066	2260	*	3.97	4.01	3.92	0.09	0.903	0.9990000000000001	1.0
chr6	43799085	43800157	1073	*	5.28	5.22	5.34	-0.12	0.904	0.9990000000000001	1.0
chr6	35392183	35392720	538	*	4.92	4.98	4.86	0.12	0.904	0.9990000000000001	1.0
chr6	22657318	22657610	293	*	2.65	2.61	2.69	-0.08	0.904	0.9990000000000001	1.0
chr6	12011293	12012222	930	*	6.59	6.65	6.53	0.12	0.905	0.9990000000000001	1.0
chr6	42092925	42093338	414	*	2.97	2.93	3.01	-0.08	0.905	0.9990000000000001	1.0
chr6	45377103	45378204	1102	*	6.89	6.95	6.82	0.13	0.905	0.9990000000000001	1.0
chr6	7863204	7864489	1286	*	2.34	2.3	2.38	-0.07	0.9059999999999999	0.9990000000000001	1.0
chr6	39269119	39269875	757	*	2.98	2.93	3.04	-0.11	0.907	0.9990000000000001	1.0
chr6	2449457	2453718	4262	*	4.62	4.66	4.58	0.08	0.907	0.9990000000000001	1.0
chr6	11154136	11154464	329	*	3.91	3.86	3.96	-0.1	0.907	0.9990000000000001	1.0
chr6	78695431	78696603	1173	*	1.78	1.82	1.74	0.08	0.9079999999999999	0.9990000000000001	1.0
chr6	44714115	44716395	2281	*	3.24	3.2	3.28	-0.09	0.9079999999999999	0.9990000000000001	1.0
chr6	37584689	37588641	3953	*	4.41	4.45	4.36	0.09	0.909	0.9990000000000001	1.0
chr6	3372974	3373314	341	*	3.23	3.28	3.18	0.1	0.909	0.9990000000000001	1.0
chr6	3456823	3457432	610	*	5.66	5.71	5.61	0.1	0.909	0.9990000000000001	1.0
chr6	104525718	104526307	590	*	4.22	4.17	4.27	-0.1	0.909	0.9990000000000001	1.0
chr6	26271006	26272754	1749	*	6.78	6.72	6.84	-0.12	0.909	0.9990000000000001	1.0
chr6	20534064	20535266	1203	*	6.0	5.93	6.06	-0.13	0.909	0.9990000000000001	1.0
chr6	45420941	45421993	1053	*	6.88	6.82	6.94	-0.12	0.91	0.9990000000000001	1.0
chr6	2969852	2972244	2393	*	7.71	7.65	7.77	-0.12	0.91	0.9990000000000001	1.0
chr6	89311791	89312053	263	*	3.06	3.1	3.02	0.08	0.91	0.9990000000000001	1.0
chr6	82247098	82249657	2560	*	7.85	7.79	7.91	-0.12	0.9109999999999999	0.9990000000000001	1.0
chr6	170583300	170585358	2059	*	7.63	7.69	7.57	0.12	0.9109999999999999	0.9990000000000001	1.0
chr6	43517075	43518202	1128	*	6.13	6.2	6.07	0.13	0.912	0.9990000000000001	1.0
chr6	116280020	116280782	763	*	5.6	5.54	5.66	-0.12	0.912	0.9990000000000001	1.0
chr6	6668884	6671709	2826	*	4.14	4.09	4.18	-0.09	0.912	0.9990000000000001	1.0
chr6	38979768	38980580	813	*	2.48	2.53	2.44	0.09	0.912	0.9990000000000001	1.0
chr6	117600983	117602527	1545	*	6.37	6.42	6.31	0.11	0.912	0.9990000000000001	1.0
chr6	13977971	13979377	1407	*	2.8	2.84	2.75	0.09	0.9129999999999999	0.9990000000000001	1.0
chr6	123056927	123057456	530	*	4.38	4.43	4.34	0.09	0.9129999999999999	0.9990000000000001	1.0
chr6	1640324	1640984	661	*	3.02	2.97	3.06	-0.1	0.914	0.9990000000000001	1.0
chr6	165642019	165642390	372	*	3.1	3.15	3.06	0.09	0.914	0.9990000000000001	1.0
chr6	7909364	7911542	2179	*	7.54	7.59	7.48	0.1	0.914	0.9990000000000001	1.0
chr6	38976959	38977443	485	*	1.16	1.13	1.18	-0.05	0.914	0.9990000000000001	1.0
chr6	52881822	52882510	689	*	4.79	4.74	4.83	-0.1	0.914	0.9990000000000001	1.0
chr6	26382965	26383823	859	*	5.9	5.95	5.85	0.11	0.915	0.9990000000000001	1.0
chr6	39828518	39828989	472	*	1.8	1.85	1.76	0.09	0.915	0.9990000000000001	1.0
chr6	53613790	53614955	1166	*	5.17	5.12	5.23	-0.11	0.9159999999999999	0.9990000000000001	1.0
chr6	165817216	165819076	1861	*	3.25	3.2	3.29	-0.09	0.9159999999999999	0.9990000000000001	1.0
chr6	4754024	4756180	2157	*	3.53	3.57	3.49	0.08	0.9159999999999999	0.9990000000000001	1.0
chr6	44316723	44317894	1172	*	2.57	2.53	2.6	-0.08	0.9159999999999999	0.9990000000000001	1.0
chr6	110180566	110181800	1235	*	5.1	5.16	5.04	0.11	0.9159999999999999	0.9990000000000001	1.0
chr6	35259646	35260713	1068	*	6.07	6.12	6.01	0.11	0.917	0.9990000000000001	1.0
chr6	12241101	12241552	452	*	3.21	3.25	3.17	0.09	0.917	0.9990000000000001	1.0
chr6	7785743	7798651	12909	*	5.3	5.25	5.34	-0.09	0.917	0.9990000000000001	1.0
chr6	6316594	6319221	2628	*	3.48	3.52	3.44	0.08	0.9179999999999999	0.9990000000000001	1.0
chr6	137045261	137046153	893	*	4.54	4.59	4.49	0.1	0.9179999999999999	0.9990000000000001	1.0
chr6	70184088	70185589	1502	*	2.64	2.59	2.68	-0.09	0.9179999999999999	0.9990000000000001	1.0
chr6	39972454	39973879	1426	*	2.5	2.46	2.53	-0.07	0.919	0.9990000000000001	1.0
chr6	37548744	37552337	3594	*	4.36	4.32	4.39	-0.08	0.919	0.9990000000000001	1.0
chr6	90386689	90388360	1672	*	2.94	2.9	2.98	-0.09	0.919	0.9990000000000001	1.0
chr6	11229336	11230509	1174	*	5.69	5.63	5.74	-0.11	0.92	0.9990000000000001	1.0
chr6	2998048	3000997	2950	*	7.78	7.82	7.73	0.1	0.92	0.9990000000000001	1.0
chr6	116253499	116254492	994	*	6.85	6.91	6.8	0.11	0.92	0.9990000000000001	1.0
chr6	40629682	40630711	1030	*	2.94	2.98	2.91	0.08	0.9209999999999999	0.9990000000000001	1.0
chr6	41194695	41197175	2481	*	3.33	3.28	3.37	-0.09	0.9209999999999999	0.9990000000000001	1.0
chr6	35787560	35789889	2330	*	3.44	3.48	3.4	0.08	0.9229999999999999	0.9990000000000001	1.0
chr6	6857228	6857937	710	*	3.97	4.01	3.93	0.09	0.924	0.9990000000000001	1.0
chr6	44387229	44388304	1076	*	5.89	5.94	5.84	0.1	0.924	0.9990000000000001	1.0
chr6	39166334	39166653	320	*	2.29	2.33	2.24	0.09	0.924	0.9990000000000001	1.0
chr6	41546273	41546832	560	*	4.93	4.97	4.88	0.09	0.9259999999999999	0.9990000000000001	1.0
chr6	169701383	169702874	1492	*	7.08	7.12	7.03	0.1	0.9259999999999999	0.9990000000000001	1.0
chr6	52303079	52304691	1613	*	5.47	5.51	5.42	0.1	0.9259999999999999	0.9990000000000001	1.0
chr6	35298052	35298796	745	*	3.98	4.02	3.93	0.08	0.927	0.9990000000000001	1.0
chr6	26283921	26287053	3133	*	7.94	7.99	7.89	0.1	0.927	0.9990000000000001	1.0
chr6	12008492	12009160	669	*	5.55	5.6	5.51	0.09	0.927	0.9990000000000001	1.0
chr6	2634087	2634873	787	*	5.19	5.15	5.23	-0.08	0.927	0.9990000000000001	1.0
chr6	46011282	46011591	310	*	3.69	3.65	3.73	-0.08	0.927	0.9990000000000001	1.0
chr6	35496882	35497600	719	*	5.45	5.4	5.49	-0.09	0.9279999999999999	0.9990000000000001	1.0
chr6	16940215	16941710	1496	*	2.83	2.87	2.8	0.07	0.9279999999999999	0.9990000000000001	1.0
chr6	42166401	42167064	664	*	6.56	6.6	6.51	0.09	0.9279999999999999	0.9990000000000001	1.0
chr6	80541851	80542179	329	*	2.41	2.45	2.37	0.08	0.9279999999999999	0.9990000000000001	1.0
chr6	12890722	12892244	1523	*	2.28	2.23	2.33	-0.1	0.9279999999999999	0.9990000000000001	1.0
chr6	28382832	28383425	594	*	4.61	4.65	4.56	0.09	0.929	0.9990000000000001	1.0
chr6	52419283	52421295	2013	*	6.97	7.02	6.93	0.1	0.929	0.9990000000000001	1.0
chr6	78867676	78868382	707	*	4.89	4.93	4.84	0.09	0.93	0.9990000000000001	1.0
chr6	111604911	111605863	953	*	6.05	6.01	6.1	-0.09	0.93	0.9990000000000001	1.0
chr6	34656975	34657639	665	*	4.81	4.85	4.76	0.09	0.93	0.9990000000000001	1.0
chr6	52046186	52046633	448	*	3.19	3.15	3.23	-0.07	0.9309999999999999	0.9990000000000001	1.0
chr6	41784034	41786417	2384	*	7.11	7.15	7.06	0.09	0.9309999999999999	0.9990000000000001	1.0
chr6	41920419	41922265	1847	*	7.0	6.95	7.04	-0.09	0.9309999999999999	0.9990000000000001	1.0
chr6	7589643	7591227	1585	*	7.54	7.59	7.5	0.09	0.9309999999999999	0.9990000000000001	1.0
chr6	10410774	10412543	1770	*	6.49	6.53	6.44	0.1	0.932	0.9990000000000001	1.0
chr6	158761456	158761980	525	*	3.11	3.07	3.15	-0.08	0.932	0.9990000000000001	1.0
chr6	44263778	44265676	1899	*	6.08	6.04	6.12	-0.08	0.932	0.9990000000000001	1.0
chr6	28080278	28080946	669	*	5.99	6.03	5.94	0.09	0.932	0.9990000000000001	1.0
chr6	6210959	6214080	3122	*	3.34	3.31	3.37	-0.06	0.9329999999999999	0.9990000000000001	1.0
chr6	13614585	13615249	665	*	5.48	5.52	5.44	0.08	0.9329999999999999	0.9990000000000001	1.0
chr6	1687240	1687646	407	*	2.54	2.51	2.57	-0.06	0.9359999999999999	0.9990000000000001	1.0
chr6	18153869	18155064	1196	*	6.57	6.61	6.52	0.09	0.9359999999999999	0.9990000000000001	1.0
chr6	163919271	163920287	1017	*	2.77	2.8	2.74	0.06	0.937	0.9990000000000001	1.0
chr6	158786242	158786826	585	*	3.51	3.48	3.55	-0.07	0.937	0.9990000000000001	1.0
chr6	6554882	6556387	1506	*	2.88	2.91	2.86	0.05	0.937	0.9990000000000001	1.0
chr6	75849178	75849783	606	*	5.3	5.26	5.33	-0.08	0.938	0.9990000000000001	1.0
chr6	11740327	11741647	1321	*	3.21	3.18	3.25	-0.07	0.938	0.9990000000000001	1.0
chr6	27131478	27132778	1301	*	6.38	6.42	6.34	0.08	0.9390000000000001	0.9990000000000001	1.0
chr6	99062448	99064708	2261	*	2.82	2.85	2.79	0.06	0.9390000000000001	0.9990000000000001	1.0
chr6	8434705	8435940	1236	*	7.56	7.6	7.52	0.08	0.94	0.9990000000000001	1.0
chr6	112029749	112030513	765	*	3.4	3.37	3.43	-0.06	0.94	0.9990000000000001	1.0
chr6	139655732	139656715	984	*	4.25	4.21	4.29	-0.07	0.94	0.9990000000000001	1.0
chr6	75284484	75284969	486	*	3.62	3.59	3.66	-0.07	0.94	0.9990000000000001	1.0
chr6	26189221	26189782	562	*	3.63	3.66	3.6	0.06	0.9420000000000001	0.9990000000000001	1.0
chr6	99868483	99871976	3494	*	4.05	4.02	4.08	-0.05	0.9420000000000001	0.9990000000000001	1.0
chr6	12010232	12010970	739	*	3.46	3.42	3.49	-0.07	0.9420000000000001	0.9990000000000001	1.0
chr6	49622784	49623318	535	*	2.86	2.82	2.89	-0.06	0.9420000000000001	0.9990000000000001	1.0
chr6	41734512	41735570	1059	*	6.11	6.14	6.09	0.06	0.943	0.9990000000000001	1.0
chr6	44678145	44679836	1692	*	2.64	2.66	2.61	0.05	0.9440000000000001	0.9990000000000001	1.0
chr6	26364593	26365481	889	*	5.07	5.1	5.04	0.07	0.9440000000000001	0.9990000000000001	1.0
chr6	26122042	26125127	3086	*	8.61	8.65	8.57	0.08	0.945	0.9990000000000001	1.0
chr6	34756602	34757386	785	*	5.82	5.78	5.85	-0.07	0.945	0.9990000000000001	1.0
chr6	41780042	41783090	3049	*	7.62	7.66	7.58	0.08	0.945	0.9990000000000001	1.0
chr6	3063862	3065233	1372	*	6.68	6.64	6.72	-0.08	0.946	0.9990000000000001	1.0
chr6	79233344	79234675	1332	*	6.89	6.93	6.86	0.07	0.9470000000000001	0.9990000000000001	1.0
chr6	33633001	33634254	1254	*	5.03	5.0	5.07	-0.06	0.9470000000000001	0.9990000000000001	1.0
chr6	122790530	122791277	748	*	4.3	4.27	4.33	-0.06	0.948	0.9990000000000001	1.0
chr6	34060584	34064085	3502	*	4.05	4.07	4.02	0.05	0.948	0.9990000000000001	1.0
chr6	47035312	47036235	924	*	4.57	4.53	4.6	-0.07	0.948	0.9990000000000001	1.0
chr6	16762580	16763208	629	*	4.43	4.4	4.46	-0.06	0.9490000000000001	0.9990000000000001	1.0
chr6	42878837	42879589	753	*	4.59	4.56	4.62	-0.06	0.95	0.9990000000000001	1.0
chr6	27890200	27892169	1970	*	6.94	6.9	6.97	-0.06	0.95	0.9990000000000001	1.0
chr6	39227612	39229366	1755	*	7.0	7.03	6.97	0.07	0.951	0.9990000000000001	1.0
chr6	12955226	12957828	2603	*	4.85	4.82	4.87	-0.05	0.9520000000000001	0.9990000000000001	1.0
chr6	3379597	3380304	708	*	4.04	4.01	4.07	-0.06	0.9520000000000001	0.9990000000000001	1.0
chr6	41661277	41664300	3024	*	2.92	2.94	2.9	0.04	0.9520000000000001	0.9990000000000001	1.0
chr6	167085280	167087100	1821	*	2.74	2.73	2.76	-0.03	0.9540000000000001	0.9990000000000001	1.0
chr6	42137138	42138202	1065	*	5.71	5.68	5.74	-0.06	0.9540000000000001	0.9990000000000001	1.0
chr6	45447534	45447944	411	*	2.12	2.15	2.09	0.05	0.955	0.9990000000000001	1.0
chr6	3024196	3024957	762	*	2.71	2.74	2.69	0.04	0.955	0.9990000000000001	1.0
chr6	39320669	39323723	3055	*	4.65	4.63	4.67	-0.05	0.955	0.9990000000000001	1.0
chr6	26673466	26676270	2805	*	-0.88	-0.85	-0.9	0.05	0.955	0.9990000000000001	1.0
chr6	26724854	26726907	2054	*	-0.88	-0.85	-0.9	0.05	0.955	0.9990000000000001	1.0
chr6	54846051	54848444	2394	*	6.71	6.68	6.74	-0.05	0.956	0.9990000000000001	1.0
chr6	89637646	89638200	555	*	3.91	3.89	3.94	-0.05	0.9570000000000001	0.9990000000000001	1.0
chr6	166684986	166689644	4659	*	3.99	4.02	3.97	0.04	0.9570000000000001	0.9990000000000001	1.0
chr6	4477833	4481942	4110	*	4.84	4.86	4.82	0.04	0.9570000000000001	0.9990000000000001	1.0
chr6	157379639	157381204	1566	*	7.3	7.32	7.27	0.06	0.9570000000000001	0.9990000000000001	1.0
chr6	70331316	70332779	1464	*	3.08	3.11	3.06	0.05	0.958	0.9990000000000001	1.0
chr6	49556724	49557622	899	*	3.64	3.61	3.66	-0.05	0.958	0.9990000000000001	1.0
chr6	16760101	16761612	1512	*	7.23	7.25	7.2	0.06	0.958	0.9990000000000001	1.0
chr6	74343625	74344126	502	*	3.37	3.35	3.39	-0.04	0.958	0.9990000000000001	1.0
chr6	70358879	70359707	829	*	3.07	3.05	3.09	-0.04	0.9590000000000001	0.9990000000000001	1.0
chr6	144897219	144897582	364	*	3.19	3.2	3.17	0.03	0.96	0.9990000000000001	1.0
chr6	159052366	159054834	2469	*	3.16	3.14	3.18	-0.04	0.96	0.9990000000000001	1.0
chr6	39007097	39008876	1780	*	3.08	3.06	3.11	-0.05	0.961	0.9990000000000001	1.0
chr6	4770909	4774443	3535	*	4.25	4.27	4.23	0.04	0.961	0.9990000000000001	1.0
chr6	2984840	2986937	2098	*	7.04	7.06	7.01	0.05	0.961	0.9990000000000001	1.0
chr6	116371150	116372407	1258	*	4.16	4.14	4.18	-0.04	0.961	0.9990000000000001	1.0
chr6	2839369	2842632	3264	*	7.86	7.83	7.88	-0.06	0.9620000000000001	0.9990000000000001	1.0
chr6	24402653	24404591	1939	*	7.25	7.28	7.22	0.05	0.9620000000000001	0.9990000000000001	1.0
chr6	16755270	16755680	411	*	2.24	2.22	2.27	-0.05	0.963	0.9990000000000001	1.0
chr6	20652271	20652729	459	*	4.1	4.07	4.12	-0.05	0.963	0.9990000000000001	1.0
chr6	3355290	3356876	1587	*	5.71	5.74	5.69	0.04	0.963	0.9990000000000001	1.0
chr6	106924919	106925683	765	*	4.28	4.26	4.3	-0.04	0.963	0.9990000000000001	1.0
chr6	73094541	73095677	1137	*	2.74	2.77	2.72	0.04	0.9640000000000001	0.9990000000000001	1.0
chr6	116100000	116102162	2163	*	6.99	7.01	6.96	0.04	0.9640000000000001	0.9990000000000001	1.0
chr6	11259116	11259565	450	*	3.29	3.27	3.31	-0.04	0.965	0.9990000000000001	1.0
chr6	109439746	109441994	2249	*	6.77	6.74	6.79	-0.05	0.966	0.9990000000000001	1.0
chr6	3370342	3370792	451	*	4.31	4.29	4.33	-0.04	0.966	0.9990000000000001	1.0
chr6	7540708	7542854	2147	*	8.22	8.2	8.24	-0.05	0.9670000000000001	0.9990000000000001	1.0
chr6	39798799	39802043	3245	*	3.56	3.58	3.54	0.04	0.9670000000000001	0.9990000000000001	1.0
chr6	87701428	87702346	919	*	7.3	7.27	7.32	-0.05	0.968	0.9990000000000001	1.0
chr6	33590455	33591526	1072	*	5.12	5.1	5.13	-0.04	0.968	0.9990000000000001	1.0
chr6	85361121	85361480	360	*	3.93	3.91	3.94	-0.03	0.968	0.9990000000000001	1.0
chr6	7743315	7747072	3758	*	3.77	3.78	3.75	0.04	0.968	0.9990000000000001	1.0
chr6	34791919	34793630	1712	*	8.32	8.34	8.3	0.04	0.968	0.9990000000000001	1.0
chr6	126040655	126041584	930	*	3.99	4.01	3.97	0.03	0.9690000000000001	0.9990000000000001	1.0
chr6	21021482	21022343	862	*	5.38	5.4	5.36	0.04	0.971	0.9990000000000001	1.0
chr6	6678646	6678998	353	*	2.73	2.74	2.71	0.03	0.971	0.9990000000000001	1.0
chr6	108794593	108795346	754	*	3.8	3.79	3.82	-0.03	0.972	0.9990000000000001	1.0
chr6	79906208	79906861	654	*	1.91	1.92	1.9	0.02	0.972	0.9990000000000001	1.0
chr6	109228416	109229187	772	*	3.72	3.7	3.73	-0.03	0.973	0.9990000000000001	1.0
chr6	33577254	33577864	611	*	4.07	4.08	4.06	0.03	0.973	0.9990000000000001	1.0
chr6	37202708	37203992	1285	*	4.75	4.73	4.76	-0.03	0.973	0.9990000000000001	1.0
chr6	157311212	157313488	2277	*	5.26	5.25	5.28	-0.03	0.9740000000000001	0.9990000000000001	1.0
chr6	13813610	13814925	1316	*	6.41	6.42	6.39	0.03	0.9740000000000001	0.9990000000000001	1.0
chr6	136781855	136782361	507	*	3.28	3.29	3.26	0.03	0.975	0.9990000000000001	1.0
chr6	33832001	33833732	1732	*	3.24	3.25	3.22	0.03	0.976	0.9990000000000001	1.0
chr6	19803248	19807207	3960	*	8.93	8.94	8.91	0.03	0.977	0.9990000000000001	1.0
chr6	112893724	112896408	2685	*	3.03	3.04	3.02	0.02	0.977	0.9990000000000001	1.0
chr6	7751081	7752288	1208	*	2.73	2.74	2.71	0.03	0.977	0.9990000000000001	1.0
chr6	46497132	46497923	792	*	1.52	1.51	1.53	-0.02	0.977	0.9990000000000001	1.0
chr6	87588534	87591403	2870	*	7.47	7.45	7.48	-0.03	0.977	0.9990000000000001	1.0
chr6	47132100	47135776	3677	*	6.86	6.88	6.85	0.03	0.978	0.9990000000000001	1.0
chr6	20211364	20212202	839	*	6.18	6.2	6.17	0.03	0.978	0.9990000000000001	1.0
chr6	20202240	20202826	587	*	4.22	4.23	4.2	0.03	0.978	0.9990000000000001	1.0
chr6	105991775	105992575	801	*	4.94	4.96	4.93	0.03	0.9790000000000001	0.9990000000000001	1.0
chr6	158780416	158781363	948	*	3.67	3.68	3.65	0.02	0.9790000000000001	0.9990000000000001	1.0
chr6	6321396	6323761	2366	*	2.54	2.53	2.56	-0.03	0.9790000000000001	0.9990000000000001	1.0
chr6	8276250	8280603	4354	*	4.23	4.24	4.22	0.02	0.981	0.9990000000000001	1.0
chr6	26204572	26205437	866	*	6.9	6.89	6.91	-0.03	0.982	0.9990000000000001	1.0
chr6	20310430	20312944	2515	*	3.06	3.05	3.07	-0.02	0.982	0.9990000000000001	1.0
chr6	105796498	105796874	377	*	2.64	2.63	2.66	-0.03	0.982	0.9990000000000001	1.0
chr6	7770408	7774190	3783	*	4.15	4.14	4.16	-0.02	0.982	0.9990000000000001	1.0
chr6	34889162	34891227	2066	*	7.29	7.28	7.31	-0.02	0.983	0.9990000000000001	1.0
chr6	21586741	21587583	843	*	5.04	5.05	5.03	0.02	0.983	0.9990000000000001	1.0
chr6	12804708	12805821	1114	*	2.51	2.52	2.5	0.03	0.9840000000000001	0.9990000000000001	1.0
chr6	99832513	99833861	1349	*	2.69	2.71	2.68	0.02	0.9840000000000001	0.9990000000000001	1.0
chr6	39215827	39216390	564	*	3.24	3.25	3.23	0.02	0.985	0.9990000000000001	1.0
chr6	64301168	64301475	308	*	3.12	3.13	3.12	0.02	0.985	0.9990000000000001	1.0
chr6	87472514	87473772	1259	*	7.38	7.37	7.39	-0.02	0.985	0.9990000000000001	1.0
chr6	2809670	2810320	651	*	3.29	3.3	3.28	0.01	0.986	0.9990000000000001	1.0
chr6	420704	421618	915	*	2.13	2.13	2.12	0.01	0.986	0.9990000000000001	1.0
chr6	34068093	34068881	789	*	2.4	2.4	2.4	0.0	0.986	0.9990000000000001	1.0
chr6	41341512	41348853	7342	*	4.94	4.95	4.93	0.01	0.986	0.9990000000000001	1.0
chr6	42780937	42785364	4428	*	8.91	8.92	8.9	0.02	0.987	0.9990000000000001	1.0
chr6	3067446	3068394	949	*	4.84	4.85	4.84	0.02	0.987	0.9990000000000001	1.0
chr6	150084531	150085682	1152	*	3.29	3.28	3.3	-0.01	0.987	0.9990000000000001	1.0
chr6	39189613	39190100	488	*	3.27	3.26	3.27	-0.01	0.988	0.9990000000000001	1.0
chr6	7666684	7668767	2084	*	3.57	3.56	3.57	-0.01	0.9890000000000001	0.9990000000000001	1.0
chr6	12888335	12889085	751	*	1.99	1.99	1.99	0.01	0.9890000000000001	0.9990000000000001	1.0
chr6	70206061	70207257	1197	*	2.24	2.25	2.23	0.01	0.9890000000000001	0.9990000000000001	1.0
chr6	158800656	158801559	904	*	4.52	4.53	4.52	0.01	0.9890000000000001	0.9990000000000001	1.0
chr6	69864925	69868226	3302	*	6.06	6.06	6.07	-0.01	0.9890000000000001	0.9990000000000001	1.0
chr6	75848578	75848893	316	*	3.42	3.42	3.43	-0.01	0.9890000000000001	0.9990000000000001	1.0
chr6	43874281	43875062	782	*	4.63	4.64	4.62	0.01	0.99	0.9990000000000001	1.0
chr6	158778211	158778888	678	*	3.16	3.16	3.17	-0.01	0.99	0.9990000000000001	1.0
chr6	158771482	158772961	1480	*	5.82	5.81	5.83	-0.01	0.99	0.9990000000000001	1.0
chr6	12661321	12673409	12089	*	6.48	6.47	6.48	-0.01	0.991	0.9990000000000001	1.0
chr6	24719235	24721938	2704	*	8.08	8.09	8.08	0.01	0.992	0.9990000000000001	1.0
chr6	7947407	7949613	2207	*	3.31	3.31	3.3	0.01	0.992	0.9990000000000001	1.0
chr6	42107553	42108225	673	*	3.44	3.44	3.44	0.01	0.993	0.9990000000000001	1.0
chr6	39115187	39115740	554	*	3.82	3.82	3.82	-0.01	0.993	0.9990000000000001	1.0
chr6	42140182	42141148	967	*	5.42	5.41	5.42	-0.01	0.993	0.9990000000000001	1.0
chr6	26120529	26121144	616	*	4.53	4.52	4.53	-0.01	0.993	0.9990000000000001	1.0
chr6	20236944	20237471	528	*	4.19	4.19	4.2	-0.01	0.9940000000000001	0.9990000000000001	1.0
chr6	47882918	47885054	2137	*	3.29	3.3	3.28	0.02	0.9940000000000001	0.9990000000000001	1.0
chr6	10402890	10404312	1423	*	6.43	6.44	6.43	0.01	0.995	0.9990000000000001	1.0
chr6	1263789	1264441	653	*	4.39	4.39	4.38	0.0	0.995	0.9990000000000001	1.0
chr6	124412533	124413329	797	*	4.05	4.05	4.05	-0.01	0.995	0.9990000000000001	1.0
chr6	39314145	39316513	2369	*	4.67	4.67	4.67	0.0	0.995	0.9990000000000001	1.0
chr6	18245515	18246238	724	*	2.96	2.96	2.96	0.0	0.996	0.9990000000000001	1.0
chr6	122609960	122610458	499	*	4.8	4.8	4.81	0.0	0.997	0.9990000000000001	1.0
chr6	44312190	44313418	1229	*	6.44	6.45	6.44	0.0	0.997	0.9990000000000001	1.0
chr6	2245727	2246428	702	*	6.37	6.37	6.37	0.0	0.9990000000000001	0.9990000000000001	1.0
chr6	9390277	9392302	2026	*	3.27	3.27	3.27	0.0	0.9990000000000001	0.9990000000000001	1.0
chr6	592859	593455	597	*	4.54	4.49	4.59	-0.09	1.0	1.0	1.0
chr6	710253	711665	1413	*	6.1	6.19	6.0	0.19	1.0	1.0	1.0
chr6	1026099	1026650	552	*	3.37	3.51	3.21	0.3	1.0	1.0	1.0
chr6	1044141	1048168	4028	*	7.44	7.48	7.41	0.07	1.0	1.0	1.0
chr6	1049561	1050457	897	*	4.05	4.4	3.6	0.8	1.0	1.0	1.0
chr6	1052324	1052739	416	*	2.59	2.57	2.61	-0.04	1.0	1.0	1.0
chr6	1063287	1063940	654	*	4.53	4.34	4.71	-0.37	1.0	1.0	1.0
chr6	1064230	1065199	970	*	5.08	5.24	4.9	0.34	1.0	1.0	1.0
chr6	1286456	1287236	781	*	4.36	4.49	4.22	0.27	1.0	1.0	1.0
chr6	1723326	1725883	2558	*	6.22	6.32	6.1	0.22	1.0	1.0	1.0
chr6	2577590	2578425	836	*	3.81	4.03	3.55	0.48	1.0	1.0	1.0
chr6	2578794	2580089	1296	*	5.1	5.11	5.1	0.0	1.0	1.0	1.0
chr6	2766183	2767811	1629	*	6.36	6.26	6.45	-0.19	1.0	1.0	1.0
