ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position
ENSG00000276168	RN7SL1	14	49586580	49586878
ENSG00000276180	H4C9	6	27139282	27139678
ENSG00000276529		21	44978832	44979274
ENSG00000276620		6	107192300	107192573
ENSG00000276672		13	33846190	33850825
ENSG00000276805		10	38403189	38452153
ENSG00000276903	H2AC16	6	27865317	27865798
ENSG00000276966	H4C5	6	26204610	26205021
ENSG00000277075	H2AC8	6	26216975	26217483
ENSG00000277157	H4C4	6	26188710	26189112
ENSG00000277224	H2BC7	6	26199516	26199988
ENSG00000277443	MARCKS	6	113857345	113863475
ENSG00000278156	TSC22D1-AS1	13	44575893	44580432
ENSG00000278463	H2AC4	6	26033092	26033618
ENSG00000278588	H2BC10	6	26272931	26273412
ENSG00000278637	H4C1	6	26021649	26022050
ENSG00000278828	H3C10	6	27810051	27811300
ENSG00000279059		17	54956760	54958426
ENSG00000279114		6	122471923	122484161
ENSG00000279170	TSTD3	6	99520976	99589899
ENSG00000279289		6	71386852	71390829
ENSG00000279368		6	6685148	6686984
ENSG00000279453		6	122436789	122439223
ENSG00000279616		6	87356831	87358605
ENSG00000279652		22	35992321	36000469
ENSG00000279659		6	79573877	79575530
ENSG00000279800	BCLAF1P2	16	34266041	34268649
ENSG00000279817		12	133077762	133078392
ENSG00000279926		6	3982673	3984130
ENSG00000279968	CCDC28A-AS1	6	138725211	138773652
ENSG00000280007		22	18110759	18131154
ENSG00000280057		6	166388136	166389920
ENSG00000280058		6	131910191	131911527
ENSG00000280107		6	28170845	28172521
ENSG00000280128		6	30282349	30286054
ENSG00000280180		16	35148636	35154366
ENSG00000280232		6	85498441	85499058
ENSG00000280277		6	88964527	88966587
ENSG00000280443		6	21822536	21822737
ENSG00000280614		21	8393419	8394341
ENSG00000280800		21	8210384	8211306
ENSG00000280916	FOXCUT	6	1601654	1607354
ENSG00000281021		6	149576089	149590864
ENSG00000281181		21	8437629	8438551
ENSG00000281344	HELLPAR	12	102197585	102402596
ENSG00000281383		21	8254592	8255514
ENSG00000281969		6	39818751	39823227
ENSG00000282024		6	16259101	16264553
ENSG00000282381		7	65269359	65317938
ENSG00000282408		6	106451496	106457248
ENSG00000282988		6	26195595	26199293
ENSG00000283064		6	26160765	26172802
ENSG00000283196		2	89542842	89585652
ENSG00000283265		6	137693068	137700415
ENSG00000283312		2	231493708	231495299
ENSG00000283453		6	60281444	60546660
ENSG00000283554	LINC02341	13	42339188	42485956
ENSG00000284770	TBCE	1	235367360	235452443
ENSG00000284823		6	4714098	4724885
ENSG00000284999		6	105679378	105893041
ENSG00000285219	HULC	6	8435568	9294133
ENSG00000285278		6	10404502	10407928
ENSG00000285401		6	75744275	75744840
ENSG00000285424		6	4304942	4583871
ENSG00000285492		6	159051674	159121495
ENSG00000285553		6	163115691	163137775
ENSG00000285564		6	163338363	163346744
ENSG00000285571		6	26677003	26683211
ENSG00000285598		6	145296545	145311092
ENSG00000285603		6	2227803	2230261
ENSG00000285691		6	123519697	123557670
ENSG00000285694		6	4449392	4468181
ENSG00000285730		6	166995735	166999511
ENSG00000285759		6	10426623	10429110
ENSG00000285763		6	10659498	10692860
ENSG00000285799		6	29849550	29885615
ENSG00000285917		6	168999401	169000527
ENSG00000285941		6	123589711	123685323
ENSG00000286042	LCAL1	6	79307669	79313384
ENSG00000286044		11	121674261	121928976
ENSG00000286084		6	105403207	105588802
ENSG00000286215		6	126304223	127213609
ENSG00000286245		18	79185801	79191559
ENSG00000286277		6	14431683	14502701
ENSG00000286278		6	88047056	88047729
ENSG00000286313		6	135854053	135880942
ENSG00000286316		6	13671720	13678908
ENSG00000286324		6	1111367	1114329
ENSG00000286340		6	79077841	79142516
ENSG00000286482		6	157377062	157380896
ENSG00000286511		6	108798929	108837113
ENSG00000286512		6	2353427	2386110
ENSG00000286540		6	120462511	120706789
ENSG00000286550		6	35041116	35058015
ENSG00000286553		6	154477982	154479593
ENSG00000286616		6	111505307	111511071
ENSG00000286652		6	27473194	27494436
ENSG00000286672		6	37301210	37305176
ENSG00000286723		6	57880071	57884297
ENSG00000286805		6	161435098	161446016
ENSG00000286826		6	169097799	169102428
ENSG00000286885		6	17586899	17600262
ENSG00000286940		6	31479973	31494935
ENSG00000286974		6	32108406	32112849
ENSG00000287044		6	108441880	108558286
ENSG00000287055		6	43370026	43425283
ENSG00000287100		6	119349909	119608236
ENSG00000287126		2	3568505	3575100
ENSG00000287258		6	122562172	122621014
ENSG00000287260		6	154510791	154522307
ENSG00000287293		6	729128	760936
ENSG00000287300		6	70345919	70351802
ENSG00000287397		6	101452917	101454245
ENSG00000287404		6	21233168	21271132
ENSG00000287407		6	170158728	170160471
ENSG00000287411		6	170612622	170638715
ENSG00000287473		6	148155120	148157084
ENSG00000287485		6	47374561	47397398
ENSG00000287499		6	102350271	102369827
ENSG00000287550		6	164791288	164827683
ENSG00000287558		6	160742509	160767490
ENSG00000287562		6	44090787	44095585
ENSG00000287591		6	158296671	158303372
ENSG00000287593		6	11722547	11731923
ENSG00000287616		6	104487095	104528158
ENSG00000287625		2	84926019	84966685
ENSG00000287626		6	15555780	15559980
ENSG00000287789		6	90073051	90079734
ENSG00000287811		6	79537185	79539976
ENSG00000287825		6	42928280	42929457
ENSG00000287877		6	164928191	165077495
ENSG00000287917		11	65305406	65314737
ENSG00000287920		6	11291299	11296224
ENSG00000287933		6	116033901	116046753
ENSG00000287957		12	106867177	106871505
ENSG00000287966		6	27018935	27020280
ENSG00000287976		6	148001716	148018985
ENSG00000287978		1	146387202	146388092
ENSG00000288009		6	89130887	89145985
ENSG00000288021		6	85949690	85998263
ENSG00000288046		6	6725036	6733191
ENSG00000288071		6	80046715	80084776
ENSG00000288088		6	68332019	68576191
ENSG00000288162		6	170135374	170142926
ENSG00000288548		6	5072601	5080946
ENSG00000288560		6	112988311	113084454
ENSG00000288596	C8orf44	8	66667615	66685564
ENSG00000288612		6	3023472	3027426
